Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Amarin,https://www.crunchbase.com/organization/amarin,"Biopharma, Biotechnology, Pharmaceutical","Ballsbridge, Dublin, Ireland",Amarin Corporation is a clinical-stage biopharmaceutical company focused on improving the treatment of cardiovascular disease.,investor.relations@amarincorp.com,+353 1 669 9020,http://www.amarincorp.com,,1,IPO,"$70,000,000",2009-10-13,Post-IPO Equity,"$70,000,000","Biotechnology, Health Care, Science and Engineering",Public
Verseon,https://www.crunchbase.com/organization/verseon,"Biotechnology, Health Diagnostics, Therapeutics","Fremont, California, United States",Verseon is a drug discovery company founded in 2002 in the heart of Silicon Valley.,info@verseon.com,1(510) 225-9000,http://www.verseon.com/,For Profit,1,IPO,"$5,832,264",2015-05-14,Post-IPO Equity,"$5,832,264","Biotechnology, Health Care, Science and Engineering",Public
Dyadic International,https://www.crunchbase.com/organization/dyadic-international,Biotechnology,"Jupiter, Florida, United States","Dyadic International is a biotechnology company, developing and manufacturing bio-based chemicals.",information@dyadic.com,561-743-8333,http://dyadic.com,,1,IPO,"$2,000,000",2015-03-09,Convertible Note,"$2,000,000","Biotechnology, Science and Engineering",Public
Vanda Pharmaceuticals,https://www.crunchbase.com/organization/vanda-pharmaceuticals,"Biopharma, Biotechnology, Health Care","Washington, District of Columbia, United States",Vanda is a global biopharmaceutical company focused on the development and commercialization of innovative therapies.,kontakt-de@vandapharma.com,3012941900,http://www.vandapharma.com,,1,IPO,"$54,000,000",2014-10-29,Post-IPO Equity,"$54,000,000","Biotechnology, Health Care, Science and Engineering",Public
Protalix BioTherapeutics,https://www.crunchbase.com/organization/protalix-biotherapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Carmiel, HaZafon, Israel",Protalix is a biopharmaceutical company that is revolutionizing the development and manufacturing of recombinant therapeutic proteins.,bd@protalix.com,972-4-902-8100,http://www.protalix.com,,3,IPO,"$10,000,000",2015-10-14,Post-IPO Equity,"$18,800,000","Biotechnology, Health Care, Science and Engineering",Public
Vermillion,https://www.crunchbase.com/organization/vermillion-inc,"Biotechnology, Health Care, Health Diagnostics","Austin, Texas, United States",Vermillion develops and commercializes diagnostic tests that address unmet needs in gynecologic oncology and women’s health.,info@vermillion.com,512-519-0400,http://www.vermillion.com,,5,IPO,"$5,600,000",2017-02-14,Post-IPO Equity,"$89,992,358","Biotechnology, Health Care, Science and Engineering",Public
Cytosorbents,https://www.crunchbase.com/organization/cytosorbents,"Biotechnology, Pharmaceutical, Therapeutics","Monmouth Junction, New Jersey, United States",Cytosorbents develops therapeutic devices used in purifying blood to treat life-threatening diseases.,info@cytosorbents.com,7323298650,http://cytosorbents.com,,3,IPO,"$5,000,000",2017-06-30,Post-IPO Debt,"$6,843,000","Biotechnology, Health Care, Science and Engineering",Public
Spectrum Pharmaceuticals,https://www.crunchbase.com/organization/spectrum-pharmaceuticals,"Biopharma, Biotechnology, Health Care","Henderson, Nevada, United States",Spectrum Pharmaceuticals is a biotechnology company developing drugs to treat oncology and hematology.,compliance@sppirx.com,9497886706,http://sppirx.com,,1,IPO,"$3,000,000",2016-04-29,Post-IPO Equity,"$3,000,000","Biotechnology, Health Care, Science and Engineering",Public
MabVax Therapeutics,https://www.crunchbase.com/organization/mabvax-therapeutics,"Biotechnology, Medical, Pharmaceutical","San Diego, California, United States",MabVax is a biopharmaceutical company focused on the commercialization of proprietary anti-cancer immunotherapies.,info@mabvax.com,(858)259-9405,http://www.mabvax.com,For Profit,12,IPO,"$1,300,000",2017-08-14,Post-IPO Equity,"$50,451,008","Biotechnology, Health Care, Science and Engineering",Public
Curetis,https://www.crunchbase.com/organization/curetis,"Biotechnology, Genetics, Health Diagnostics, Medical","Holzgerlingen, Baden-Wurttemberg, Germany",Curetis is a molecular diagnostic firm focused on the development and commercialization of tools for diagnosing severe infectious diseases.,Anne.Thews@curetis.com,,http://www.curetis.com,,5,IPO,"€14,500,000",2014-11-20,Series B,"€48,600,000","Biotechnology, Health Care, Science and Engineering",Public
ReNeuron Group,https://www.crunchbase.com/organization/reneuron-group,"Biotechnology, Medical, Therapeutics","Guildford, Surrey, United Kingdom",ReNeuron Group engages in R&D and the commercial exploitation of stem cell technologies for therapeutic and non-therapeutic applications.,info@reneuron.com,+44 1483 302560,http://www.reneuron.com,,4,IPO,"£68,400,000",2015-07-10,Post-IPO Equity,"$164,271,797","Biotechnology, Health Care, Science and Engineering",Public
AquaBounty Technologies,https://www.crunchbase.com/organization/aquabounty-technologies,"Biotechnology, Health Diagnostics, Therapeutics","Maynard, Massachusetts, United States","AquaBounty Technologies engages in the research and development, and commercialization of products that improve aquaculture productivity.",dconley@aquabounty.com,7818992814,http://www.aquabounty.com,,3,IPO,"$25,000,000",2017-01-19,Post-IPO Equity,"$38,000,000","Biotechnology, Health Care, Science and Engineering",Public
ARCA biopharma,https://www.crunchbase.com/organization/arca-biopharma,"Biotechnology, Genetics, Medical, Therapeutics","Westminster, Colorado, United States",ARCA biopharma develops genetically-targeted therapies for cardiovascular diseases.,bd@arcabiopharma.com,+7209402200,http://www.arcabiopharma.com/,For Profit,5,IPO,"$51,650,404",2015-06-25,Post-IPO Equity,"$90,449,689","Biotechnology, Health Care, Science and Engineering",Public
Nuo Therapeutics,https://www.crunchbase.com/organization/cytomedix,"Biotechnology, Pharmaceutical, Therapeutics","Gaithersburg, Maryland, United States","Nuo Therapeutics develops biological therapies to address the areas of wound care, inflammation and angiogenesis.",info@cytomedix.com,+118662986633,http://www.nuot.com/,For Profit,9,IPO,"$7,500,000",2016-05-20,Post-IPO Equity,"$112,275,000","Biotechnology, Health Care, Science and Engineering",Public
MaxCyte,https://www.crunchbase.com/organization/maxcyte,"Biotechnology, Manufacturing, Medical Device","Gaithersburg, Maryland, United States","MaxCyte, Inc. specializes in cell modification technologies that enable the discovery, development, and manufacture of various classes.",info@maxcyte.com,(301)944-1622,http://www.maxcyte.com/,For Profit,9,IPO,"$760,308",2016-09-29,Venture - Series Unknown,"$31,259,308","Biotechnology, Health Care, Manufacturing, Science and Engineering",Public
Adamis Pharmaceuticals,https://www.crunchbase.com/organization/adamis-pharmaceuticals,"Biopharma, Biotechnology, Therapeutics","San Diego, California, United States",Adamis Pharmaceuticals is a biopharmaceutical company developing therapeutics for respiratory diseases and cancer.,info@adamispharma.com,8584610842,http://www.adamispharmaceuticals.com,,5,IPO,"$5,000,000",2014-08-20,Series A,"$16,377,078","Biotechnology, Health Care, Science and Engineering",Public
Craneware,https://www.crunchbase.com/organization/craneware,"Biotechnology, Enterprise Software, Health Care","Atlanta, Georgia, United States",Craneware provides automated revenue integrity solutions to improve financial performance in healthcare organizations.,info@craneware.com,+44 1506 407666,http://craneware.com,,1,IPO,"$6,000,000",2011-06-28,Post-IPO Equity,"$6,000,000","Biotechnology, Health Care, Science and Engineering, Software",Public
Oncolytics Biotech,https://www.crunchbase.com/organization/oncolytics-biotech,"Biotechnology, Health Care, Therapeutics","Calgary, Alberta, Canada",Oncolytics Biotech develops oncolytic viruses as potential therapeutics for use in a broad range of cancers.,info@oncolyticsbiotech.com,403.670.7377,http://www.oncolyticsbiotech.com,For Profit,1,IPO,"$24,000,000",2010-10-28,Post-IPO Equity,"$24,000,000","Biotechnology, Health Care, Science and Engineering",Public
NeuroSigma,https://www.crunchbase.com/organization/neurosigma,"Biotechnology, Developer Platform, Medical","Los Angeles, California, United States",NeuroSigma develops and commercializes trigeminal nerve stimulation (TNS) for a variety of neurologic and psychiatric disorders.,info@neurosigma.com,3104793114,http://neurosigma.com,,3,IPO,"$11,653,514",2016-08-31,Post-IPO Debt,"$13,363,514","Biotechnology, Health Care, Science and Engineering, Software",Public
Benchmark Holdings,https://www.crunchbase.com/organization/benchmark-holdings,Biotechnology,"Sheffield, Sheffield, United Kingdom","Benchmark Holdings, a pioneering bioagtech company.",info@benchmarkplc.com,+4401142409939,http://www.benchmarkplc.com/,For Profit,1,IPO,"£30,700,000",2016-08-08,Post-IPO Equity,"£30,700,000","Biotechnology, Science and Engineering",Public
Array BioPharma,https://www.crunchbase.com/organization/array-biopharma,"Biotechnology, Pharmaceutical, Therapeutics","Boulder, Colorado, United States","Array BioPharma Inc. is a biopharmaceutical company focused on the discovery, development and commercialization of targeted small molecule",info@arraybiopharma.com,13034495376,http://arraybiopharma.com,,1,IPO,"$1,400,000",2016-09-17,Post-IPO Equity,"$1,400,000","Biotechnology, Health Care, Science and Engineering",Public
EyeGate Pharmaceuticals,https://www.crunchbase.com/organization/eyegate-pharmaceuticals,"Biotechnology, Medical, Pharmaceutical","Waltham, Massachusetts, United States","EyeGate Pharmaceuticals develops medicines to treat eye diseases using its non-invasive, iontophoretic drug-delivery system.",info@eyegatepharma.com,7813983811,http://www.eyegatepharma.com,,10,IPO,"$3,768,750",2016-07-07,Post-IPO Debt,"$61,722,564","Biotechnology, Health Care, Science and Engineering",Public
ProMetic Life Sciences,https://www.crunchbase.com/organization/prometic-life-sciences,"Biotechnology, Health Diagnostics, Medical","Mont-royal, Quebec, Canada",ProMetic is global biopharmaceutical corporation supplying state-of-the-art technologies for bioseparations as well as therapeutic products.,info@prometic.com,1(450)781-0115,http://www.prometic.com,For Profit,4,IPO,"$9,500,000",2017-04-07,Post-IPO Equity,"$64,600,000","Biotechnology, Health Care, Science and Engineering",Public
Sensorion,https://www.crunchbase.com/organization/sensorion,"Biopharma, Biotechnology, Therapeutics","Clapiers, Languedoc-Roussillon, France",Sensorion is a France-based biopharmaceutical company developing targeted therapeutic solutions for the treatment of vestibular deficits.,contact@sensorion-pharma.com,+33467207730,http://www.sensorion-pharma.com,For Profit,2,IPO,"€4,000,000",2015-01-21,Venture - Series Unknown,"€4,750,000","Biotechnology, Health Care, Science and Engineering",Public
Benitec Ltd,https://www.crunchbase.com/organization/benitec-ltd,"Biotechnology, Genetics, Health Diagnostics","Melbourne, Victoria, Australia",Benitec Biopharma is using patented ‘gene-silencing’ technology to develop drugs for chronic and life-threatening human diseases.,orla.keegan@marketeye.com.au,4089602207,http://benitec.com,For Profit,2,IPO,"A$5,450,000",2017-03-13,Post-IPO Equity,"A$36,950,000","Biotechnology, Health Care, Science and Engineering",Public
Cempra,https://www.crunchbase.com/organization/cempra,"Biotechnology, Clinical Trials, Health Care, Pharmaceutical","Chapel Hill, North Carolina, United States",Cempra develops medicines for the treatment of bacterial infections and chronic illnesses.,info@cempra.com,(919)313-6601,http://www.cempra.com,For Profit,5,IPO,"$25,119,996",2012-10-30,Post-IPO Equity,"$108,119,996","Biotechnology, Health Care, Science and Engineering",Public
Regado Biosciences,https://www.crunchbase.com/organization/regado-biosciences,"Biotechnology, Health Care, Therapeutics","Durham, North Carolina, United States",Regado Biosciences develops antithrombotic drug systems for acute and sub-acute cardiovascular and other indications.,,19083250239,http://www.regadobiosciences.com,,7,IPO,"$20,000,000",2014-01-31,Post-IPO Equity,"$154,000,000","Biotechnology, Health Care, Science and Engineering",Public
Pernix Therapeutics,https://www.crunchbase.com/organization/pernix-therapeutics-inc,"Biotechnology, Health Care, Pharmaceutical","Houston, Texas, United States",Pernix Therapeutics develops and markets branded and generic pharmaceutical products for the pediatric market.,,800-793-2145,http://pernixtx.com,,2,IPO,"$65,000,000",2014-02-06,Post-IPO Debt,"$99,000,000","Biotechnology, Health Care, Science and Engineering",Public
VistaGen Therapeutics,https://www.crunchbase.com/organization/vistagen-therapeutics,"Biotechnology, Clinical Trials, Pharmaceutical","South San Francisco, California, United States",VistaGen is a biopharmaceutical company developing innovative product candidates for patients with diseases and disorders involving the CNS.,investor.relations@vistagen.com,6505589566,http://www.vistagen.com,For Profit,7,IPO,"$10,000,000",2016-06-02,Post-IPO Equity,"$54,750,281","Biotechnology, Health Care, Science and Engineering",Public
ContraVir Pharmaceuticals,https://www.crunchbase.com/organization/contravir-pharmaceuticals,"Biotechnology, Life Science, Pharmaceutical","Edison, New Jersey, United States","ContraVir Pharmaceuticals, Inc., a biopharmaceutical company, develops drugs to treat herpes zoster disease.",info@contravir.com,(732) 902-4000,http://contravir.com,For Profit,3,IPO,"$9,000,000",2014-10-15,Post-IPO Equity,"$16,967,648","Biotechnology, Health Care, Science and Engineering",Public
Marina Biotech,https://www.crunchbase.com/organization/marina-biotech,"Biotechnology, Health Care, Medical, Pharmaceutical","City Of Industry, California, United States",Patient Centric Care for Hypertension and Pain,admin@marinabio.com,626-964-5788,http://www.marinabio.com,For Profit,4,IPO,,2018-04-10,Post-IPO Equity,"$7,400,000","Biotechnology, Health Care, Science and Engineering",Public
Pain Therapeutics,https://www.crunchbase.com/organization/pain-therapeutics,Biotechnology,"Austin, Texas, United States","Pain Therapeutics, Inc. is a biopharmaceutical company that develops drugs. The Company has four drug candidates in clinical programs",,5126140414,http://www.paintrials.com/,For Profit,1,IPO,"$1,700,000",2015-09-21,Grant,"$1,700,000","Biotechnology, Science and Engineering",Public
GlassesOff,https://www.crunchbase.com/organization/glassesoff,"Biotechnology, Consulting, Enterprise Software","Hod Hasharon, HaMerkaz, Israel",GlassesOff is a health care technology company providing consumer-oriented software apps to improve near vision sharpness.,info@glassesoff.com,,http://glassesoff.com,,3,IPO,"$15,000,000",2014-07-03,Post-IPO Equity,"$23,100,000","Biotechnology, Science and Engineering, Software",Public
Implanet,https://www.crunchbase.com/organization/implanet,"Biotechnology, Health Care, Medical Device","Martillac, Aquitaine, France",Implanet is a biotechnology company that provides implants for healthcare professionals treating orthopaedic patients.,,+33557995555,http://www.implanet.com,For Profit,6,IPO,"€18,700,000",2013-11-01,Series E,"$84,123,154","Biotechnology, Health Care, Science and Engineering",Public
OrthoPediatrics,https://www.crunchbase.com/organization/orthopediactrics,"Biotechnology, Health Care, Medical Device","Warsaw, Indiana, United States","OrthoPediactrics designs, develops, manufactures, and distributes orthopedic implants and instruments for pediatric orthopedic surgeons.",info@OrthoPediatrics.com,(574)268-6379,http://www.orthopediatrics.com,For Profit,3,IPO,"$38,900,000",2014-06-03,Venture - Series Unknown,"$51,451,875","Biotechnology, Health Care, Science and Engineering",Public
Great Basin,https://www.crunchbase.com/organization/great-basin-corporation,"Biotechnology, Health Diagnostics, Information Technology","Salt Lake City, Utah, United States","Great Basin Corporation is a life sciences company commercializing technologies for the molecular, rapid diagnostic testing market.",info@gbscience.com,(888)360-4022,http://www.gbscience.com,For Profit,5,IPO,"$68,000,000",2016-07-13,Post-IPO Debt,"$95,997,653","Biotechnology, Health Care, Information Technology, Science and Engineering",Public
Rezolute,https://www.crunchbase.com/organization/antriabio,"Biotechnology, Diabetes, Therapeutics","Louisville, Colorado, United States",Rezolute is a clinical stage biopharma specializing in the development of drug therapies for patients with metabolic and orphan diseases.,info@antriabio.com,(303) 222-2128,https://www.rezolutebio.com/,For Profit,9,IPO,"$13,000,000",2017-07-17,Post-IPO Equity,"$55,589,068","Biotechnology, Health Care, Science and Engineering",Public
BRAIN,https://www.crunchbase.com/organization/brain,"Biotechnology, Chemical, Pharmaceutical","Zwingenberg, Hessen, Germany","BRAIN provides biodiversity-based solutions for applications in the chemical, pharmaceutical, cosmetics and food industries.",public@brain-biotech.de,49 62 51 9331 0,http://www.brain-biotech.de,For Profit,1,IPO,"€60,000,000",2012-11-27,Private Equity,"€60,000,000","Biotechnology, Health Care, Science and Engineering",Public
Medgenics,https://www.crunchbase.com/organization/medgenics,"Biopharma, Biotechnology, Health Care","Misgav, HaZafon, Israel",Medgenics is a clinical-stage biopharmaceutical company developing proprietary platform technology.,info@medgenics.com,+97249028900,http://www.medgenics.com,For Profit,7,IPO,"$3,400,000",2015-06-14,Grant,"$45,626,066","Biotechnology, Health Care, Science and Engineering",Public
Inspyr Therapeutics,https://www.crunchbase.com/organization/genspera,"Biotechnology, Medical, Therapeutics","San Antonio, Texas, United States",Inspyr Therapeutics is a development stage oncology co focusing on therapeutics that deliver a cancer-destroying drug directly to the tumor.,info@genspera.com,210.479.8112,http://www.inspyrtx.com/,For Profit,10,IPO,"$2,513,894",2015-07-27,Venture - Series Unknown,"$22,804,222","Biotechnology, Health Care, Science and Engineering",Public
Novan,https://www.crunchbase.com/organization/novan,"Biotechnology, Health Care, Medical","Raleigh, North Carolina, United States",Novan is a clinical-stage drug development company developing deliverable nitric oxide.,investors@novantherapeutics.com,(919) 485-8080,http://www.novantherapeutics.com,For Profit,7,IPO,"$32,840,304",2015-12-30,Venture - Series Unknown,"$109,340,296","Biotechnology, Health Care, Science and Engineering",Public
TG Therapeutics,https://www.crunchbase.com/organization/tg-therapeutics,"Biotechnology, Health Care, Therapeutics","New York, New York, United States","TG Therapeutics, a biopharmaceutical company, develops agents for the treatment of hematologic malignancies and autoimmune disorders.",ir@tgtxinc.com,(212)554-4484,http://tgtherapeutics.com,For Profit,1,IPO,"$25,000,000",2012-02-29,Post-IPO Equity,"$25,000,000","Biotechnology, Health Care, Science and Engineering",Public
Quotient Biodiagnostics,https://www.crunchbase.com/organization/quotient-biodiagnostics,"Biotechnology, Health Care, Health Diagnostics","Newtown, Pennsylvania, United States",Quotient Biodiagnostics develops and manufactures products for use in transfusion diagnostics.,customer.service@QuotientBD.com,+44 131 445 6159,http://www.quotientbd.com,,3,IPO,"$27,000,000",2014-11-27,Post-IPO Equity,"$43,200,000","Biotechnology, Health Care, Science and Engineering",Public
Clinical Data,https://www.crunchbase.com/organization/clinical-data,"Biotechnology, Developer Platform, Genetics","North Wales, Pennsylvania, United States",Clinical Data develops and commercializes therapeutics for central nervous system and cardiovascular disorders.,info@CLDA.com,617-527-9933,http://www.clda.com,For Profit,2,IPO,"$101,000",2011-02-23,Venture - Series Unknown,"$259,611","Biotechnology, Health Care, Science and Engineering, Software",Public
Luna Innovations,https://www.crunchbase.com/organization/luna-innovations,"Biotechnology, Hardware, Software","Roanoke, Virginia, United States","Luna Innovations develops sensing and instrumentation products for the healthcare, telecommunications, energy and defense sectors.",ir@lunainnovations.com,5407698401,http://www.lunainnovations.com,,2,IPO,"$6,000,000",2014-04-24,Venture - Series Unknown,"$13,115,002","Biotechnology, Hardware, Science and Engineering, Software",Public
BioSig Technologies,https://www.crunchbase.com/organization/biosig-technologies,"Biotechnology, Health Care, Medical Device","Minneapolis, Minnesota, United States",BioSig Technologies offers a platform for the minimization of noise and artifacts from cardiac recordings during electrophysiology studies.,info@biosigtech.com,(310) 820-8100,http://biosigtech.com/,For Profit,9,IPO,"$1,640,398",2017-07-24,Post-IPO Equity,"$11,273,133","Biotechnology, Health Care, Science and Engineering",Public
NewLink Genetics,https://www.crunchbase.com/organization/newlink-genetics,"Biotechnology, Genetics, Health Care, Therapeutics","Ames, Iowa, United States","NewLink Genetics, a biopharmaceutical company, develops therapeutic and diagnostic agents for patients with cancer and infectious diseases.",info@newlinkgenetics.com,(515) 598-2928,http://www.newlinkgenetics.com,For Profit,4,IPO,"$7,500,000",2009-07-21,Series D,"$33,594,000","Biotechnology, Health Care, Science and Engineering",Public
Actinium Pharmaceuticals,https://www.crunchbase.com/organization/actinium-pharmaceuticals,"Biotechnology, Medical, Pharmaceutical","New York, New York, United States",Actinium Pharmaceuticals develops alpha particle linked antibodies to treat cancer.,info@actiniumpharmaceuticals.com,646-459-4201,http://www.actiniumpharmaceuticals.com,,2,IPO,"$6,636,720",2014-01-21,Venture - Series Unknown,"$7,000,720","Biotechnology, Health Care, Science and Engineering",Public
Osiris Therapeutics,https://www.crunchbase.com/organization/osiris-therapeutics,"Biotechnology, Manufacturing, Marketing, Medical Device","Columbia, Maryland, United States","Osiris Therapeutics, Inc. is a stem cell company, which focuses on developing and marketing products to treat medical conditions in the",Osiris@Osiris.com,4432834382,http://osiris.com,,2,IPO,"$15,000,000",2014-04-09,Post-IPO Equity,"$65,000,000","Biotechnology, Health Care, Manufacturing, Sales and Marketing, Science and Engineering",Public
GeoVax,https://www.crunchbase.com/organization/geovax,"Biotechnology, Health Care, Medical Device","Smyrna, Georgia, United States",GeoVax Labs develops vaccines that prevent and fight HIV infections that result in AIDS.,info@geovax.com,6783847281,http://geovax.com,,5,IPO,"$1,000,000",2017-05-09,Post-IPO Equity,"$12,350,000","Biotechnology, Health Care, Science and Engineering",Public
Virobay,https://www.crunchbase.com/organization/virobay,"Biotechnology, Neuroscience, Pharmaceutical","Menlo Park, California, United States","Virobay develops small molecule, antiviral drug treatments for autoimmune diseases, neuropathic pain, liver diseases and cancer.",info@virobayinc.com,(650)833-5700,http://www.virobayinc.com,For Profit,4,IPO,"$8,000,000",2014-07-16,Series B,"$23,765,000","Biotechnology, Health Care, Science and Engineering",Public
Merck,https://www.crunchbase.com/organization/merck-kgaa,"Biotechnology, Health Care, Life Science","Darmstadt, Hessen, Germany",Merck is a pharmaceutical and chemical enterprise that develops prescription drugs and over-the-counter products.,service@merck.de,+49 6151 720,http://www.merck.de,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
SillaJen,https://www.crunchbase.com/organization/sillajen,"Biotechnology, Health Care, Medical","San Francisco, California, United States","Sillajen, global oncolytic immunotherapeutic company.",hson@sillajen.com,+14152818886,http://www.sillajen.com/,For Profit,1,IPO,"$12,000,000",2016-03-21,Venture - Series Unknown,"$12,000,000","Biotechnology, Health Care, Science and Engineering",Public
RegeneRx,https://www.crunchbase.com/organization/regenerx,"Biopharma, Biotechnology, Medical","Rockville, Maryland, United States","RegeneRx is a biopharmaceutical company that designs, researches, and develops novel peptides targeted at diseases with unmet medical needs.",annemarie.hogan@regenerex.com,(502)569-1059,http://www.regenerx.com,For Profit,5,IPO,"$1,000,000",2018-03-02,Post-IPO Equity,"$7,925,000","Biotechnology, Health Care, Science and Engineering",Public
Endonovo Therapeutics,https://www.crunchbase.com/organization/endonovo-therapeutics,Biotechnology,"Woodland Hills, California, United States",Endonovo Therapeutics is a biotechnology company developing off-the-shelf regenerative products.,info@endonovo.com,,http://endonovo.com/,,3,IPO,"$5,000,000",2016-11-30,Post-IPO Debt,"$15,483,000","Biotechnology, Science and Engineering",Public
La jolla Pharmaceutical,https://www.crunchbase.com/organization/la-jolla-pharmaceutical-co,"Biopharma, Biotechnology, Therapeutics","San Diego, California, United States",La Jolla Pharmaceutical is a biopharmaceutical company that is focused on innovative therapeutics for chronic organ failure and cancer.,info@ljpc.com,(858)207-4264,http://ljpc.com,For Profit,2,IPO,"$17,755,714",2013-10-09,Post-IPO Equity,"$22,939,713","Biotechnology, Health Care, Science and Engineering",Public
Celldex Therapeutics,https://www.crunchbase.com/organization/celldex-therapeutics,"Biotechnology, Health Care, Pharmaceutical","Hampton, New Jersey, United States",Celldex Therapeutics (NASDAQ: CLDX) was founded based on a fundamental scientific belief that harnessing the power of the immune system,info@celldextherapeutics.com,(800) 736-3001,http://celldex.com,For Profit,1,IPO,"$2,000,000",2014-10-24,Venture - Series Unknown,"$2,000,000","Biotechnology, Health Care, Science and Engineering",Public
Corium International,https://www.crunchbase.com/organization/corium-international,"Biotechnology, Health Care, Pharmaceutical","Menlo Park, California, United States",Corium International is engaged in the development of advanced transdermal drug delivery technologies and products.,,(650)298-8255,http://www.coriumgroup.com,For Profit,2,IPO,"$45,000,000",2012-12-01,Convertible Note,"$85,000,000","Biotechnology, Health Care, Science and Engineering",Public
NicOx,https://www.crunchbase.com/organization/nicox,"Biotechnology, Health Care, Medical Device","Valbonne, Provence-Alpes-Cote d'Azur, France",NicOx engages in the development of nitric oxide-donating drugs for inflammation and cardio-metabolic diseases.,nicox@nicox.com,33 4 97 24 53 00,http://www.nicox.com,,1,IPO,"$149,000,000",2009-11-18,Post-IPO Equity,"$149,000,000","Biotechnology, Health Care, Science and Engineering",Public
McKesson,https://www.crunchbase.com/organization/mckesson,"Biotechnology, Health Care, Information Technology","San Francisco, California, United States","McKesson distributes medical supplies, information technology and care management products and services in the healthcare industry.",CorporateMediaRelations@McKesson.com,(415)983-8988,http://www.mckesson.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Information Technology, Science and Engineering",Public
Neptune Technologies & Bioressource,https://www.crunchbase.com/organization/neptune-technologies-bioressource,"Biotechnology, Life Science, Natural Resources","Quebec, Quebec, Canada","Neptune Technologies & Bioressources innovates, produces and formulates novel phospholipid products and marine-derived krill extracts.",,(450) 687-2262,http://neptunebiotech.com,,3,IPO,"$25,000,000",2014-03-05,Post-IPO Equity,"$36,125,000","Biotechnology, Natural Resources, Science and Engineering, Sustainability",Public
Medicure,https://www.crunchbase.com/organization/medicure,Biotechnology,"Winnipeg, Manitoba, Canada","Medicure is a specialty pharmaceutical Company engaged in the research, clinical development and commercialization of human therapeutics.",info@medicure.com,(888)435-2220,http://medicure.com/,For Profit,1,IPO,"$60,000,000",2016-11-18,Post-IPO Debt,"$60,000,000","Biotechnology, Science and Engineering",Public
Bacterin International Holdings,https://www.crunchbase.com/organization/bacterin-international-holdings,"Biotechnology, Manufacturing, Medical Device","Belgrade, Montana, United States",Bacterin International Holdings is a medical device company and accredited tissue bank providing advanced medical products.,info@bacterin.com,406-388-0480,http://bacterin.com,,4,IPO,"$4,000,000",2014-03-10,Post-IPO Debt,"$28,561,000","Biotechnology, Health Care, Manufacturing, Science and Engineering",Public
Vaccinogen,https://www.crunchbase.com/organization/vaccinogen,"Biotechnology, Health Care, Therapeutics","Frederick, Maryland, United States",Vaccinogen manufactures vaccines and other immunotherapeutic products for cancers and infectious diseases.,info@vaccinogeninc.com,301-668-8400,http://www.vaccinogeninc.com,,5,IPO,"$80,000,000",2014-08-25,Post-IPO Equity,"$99,051,350","Biotechnology, Health Care, Science and Engineering",Public
DigiPath,https://www.crunchbase.com/organization/digipath,"Biotechnology, Health Care, Pharmaceutical","Las Vegas, Nevada, United States","DigiPath, Inc. (OTC: DIGP) has over 60 years combined expertise in pioneering digital pathology",info@digipath.com,702-533-6884,http://www.digipath.com,For Profit,2,IPO,"$8,199,999",2014-07-23,Post-IPO Equity,"$10,399,999","Biotechnology, Health Care, Science and Engineering",Public
Genfit,https://www.crunchbase.com/organization/genfit,Biotechnology,"Loos, Nord-Pas-de-Calais, France","Genfit SA, a biopharmaceutical engages in the research and development of drugs for the prevention and treatment.",,33320164001,http://www.genfit.com,,3,IPO,"€44,600,000",2016-11-01,Post-IPO Equity,"€65,600,000","Biotechnology, Science and Engineering",Public
KemPharm,https://www.crunchbase.com/organization/kempharm,"Biotechnology, Pharmaceutical, Therapeutics","North Liberty, Iowa, United States","KemPharm is a biopharmaceutical company focused on discovering and developing therapies for pain, ADHD, and other CNS diseases.",info@kempharm.com,319-665-2575,http://kempharm.com,,6,IPO,"$4,000,000",2015-03-04,Venture - Series Unknown,"$75,750,391","Biotechnology, Health Care, Science and Engineering",Public
Delcath Systems,https://www.crunchbase.com/organization/delcath-systems,"Biotechnology, Health Care, Pharmaceutical","New York, New York, United States",Delcath Systems and its proprietary targeted drug delivery system are at the forefront of the regional treatment of cancer.,medaffairs@delcath.com,2124892102,http://www.delcath.com,For Profit,3,IPO,"$5,000,000",2018-02-12,Post-IPO Equity,"$42,000,000","Biotechnology, Health Care, Science and Engineering",Public
Interleukin Genetics,https://www.crunchbase.com/organization/interleukin-genetics,"Biotechnology, Genetics, Health Care, Medical","Waltham, Massachusetts, United States",Interleukin Genetics develops genetic tests for the personalized health market.,personalized.health@ilgenetics.com,(781) 398-0700,http://www.ilgenetics.com,For Profit,9,IPO,"$5,592,500",2016-08-10,Post-IPO Equity,"$64,541,595","Biotechnology, Health Care, Science and Engineering",Public
